_id,etablissement_code,university_code,label_ar,label_fr,website,gouvernorat,type,lat,lon
186,207,2,المعهد العالي للدراسات التطبيقية في الإنسانيات بتونس,Institut Supérieur des Etudes Appliquées en Humanité de Tunis,www.iseaht.rnu.tn,Tunis,Public,36.806164831040924,10.156706890344095
187,206,2,المعهد العالي للدراسات التطبيقية في الإنسانيات بزغوان,Institut Supérieur des Études Appliquées en Humanités de Zaghouan,www.iseahz.rnu.tn,Zaghouan,Public,36.43381977325008,10.090502803475578
188,202,2,المعهد العالي لمهن التراث بتونس,Institut Supérieur des Métiers du Patrimoine de Tunis,www.ismpt.rnu.tn,Tunis,Public,36.78625504566702,10.172570338964604
189,215,2,المعهد العالي للأعمال بتونس,Tunis Business School,www.utunis.rnu.tn,Ben Arous,Public,36.72010512789444,10.234829266813852
190,311,3,المدرسة الوطنية للمهندسين بتونس,Ecole Nationale d'Ingénieurs de Tunis,www.enit.rnu.tn,Tunis,Public,36.831126491867,10.147739596348062
191,312,3,المـدرسـة العلـيا لعلوم وتقنيات الصحة بتونس,Ecole Supérieure des Sciences et Techniques de la Santé de Tunis,esstst.wixsite.com/home,Tunis,Public,36.80042094669575,10.156233606382647
192,303,3,كلية الحقوق والعلوم السياسية بتونس,Faculté de Droit et des Sciences Politiques de Tunis,www.fdspt.rnu.tn,Tunis,Public,36.83172834494407,10.150676652196909
193,304,3,كلية الطب بتونس,Faculté de Médecine de Tunis,www.fmt.rnu.tn,Tunis,Public,36.80334951985015,10.15778421926507
194,302,3,كلية العلوم الإقتصادية والتصرف بتونس,Faculté des Sciences Economiques et de Gestion de Tunis,www.fsegt.rnu.tn,Tunis,Public,36.8324969093717,10.150352104917681
195,301,3,كلية العلوم للرياضيات والفيزياء والطبيعيات بتونس,Faculté des Sciences Mathématiques Physiques et Naturelles de Tunis,www.fst.rnu.tn,Tunis,Public,36.83384765120928,10.14787118803233
196,310,3,المعهد التحضيري للدراسات الهندسية بالمنار,Institut Préparatoire aux Etudes d'Ingénieurs d'El Manar,www.ipeiem.rnu.tn,Tunis,Public,36.82935051509854,10.142825625298432
197,305,3,المعهد العالي للعلوم البيولوجية التطبيقية بتونس,Institut Supérieur des Sciences Biologiques Appliquées de Tunis,www.issbat.rnu.tn,Tunis,Public,36.802340914490834,10.160075858019056
198,306,3,المعهد العالي للعلوم الإنسانية بتونس,Institut Supérieur des Sciences Humaines de Tunis,www.issht.rnu.tn,Tunis,Public,36.79980656829746,10.161348650868986
199,309,3,المعهد العالي لعلوم التمريض بتونس,Institut Supérieur des Sciences Infirmières de Tunis,www.issit.tn,Tunis,Public,36.800663883835234,10.155883785210797
200,307,3,المعهد العالي للتكنولوجيات الطبية بتونس,Institut Supérieur des Technologies Médicales de Tunis,www.istmt.rnu.tn,Tunis,Public,36.80096122710459,10.160546557537437
201,308,3,المعهد العالي للإعلامية المنار,Institut Supérieur d'Informatique,isi.rnu.tn,Ariana,Public,36.86165576270831,10.188740967219918
202,102,1,المعهد العالي للحضارة الإسلامية,Institut Supérieur de la Civilisation Islamique de Tunis,www.isci.rnu.tn,Tunis,Public,36.792622796556905,10.164634157020718
203,101,1,المعهد العالي لأصول الدين,Institut Supérieur de Théologie de Tunis,www.isth.rnu.tn,Tunis,Public,36.79360062847284,10.164656693984291
204,103,1,المعهد العالي للخطابة والارشاد الديني بالقيروان,Institut Supérieur des Sciences Islamiques de Kairouan,,Kairouan,Public,35.650584086311696,10.084753284045048
205,1502,15,المعهد العالي للتربية و التكوين المستمر,Institut Supérieur de l'Education et de la Formation Continue,www.isefc.rnu.tn,Tunis,Public,36.80514135490817,10.150274616796485
206,1501,15,الجامعة الافتراضية,Université Virtuelle,uvt.rnu.tn,Tunis,Public,36.81752054394514,10.185049199791287
