_id,code_universite,code_etablissement,code_domaine,inscrits_f,inscrits_m,annee
8214,10,1004,32,44,13,2022
8215,10,1004,32,37,11,2022
8216,10,1004,32,14,5,2022
8217,10,1004,32,35,6,2022
8218,10,1004,31,12,4,2022
8219,10,1004,32,43,10,2022
8220,10,1004,32,13,4,2022
8221,10,1004,32,16,9,2022
8222,10,1004,32,17,8,2022
8223,10,1004,32,59,13,2022
8224,10,1004,32,17,9,2022
8225,10,1004,31,8,1,2022
8226,10,1004,32,19,4,2022
8227,10,1004,32,25,9,2022
8228,10,1004,32,8,4,2022
8229,10,1004,32,15,0,2022
8230,10,1004,32,11,4,2022
8231,10,1004,32,43,26,2022
8232,10,1004,32,41,27,2022
8233,10,1004,32,23,23,2022
8234,10,1004,32,17,19,2022
8235,10,1004,32,15,23,2022
8236,10,1004,32,23,15,2022
8237,10,1004,32,5,6,2022
8238,10,1004,32,14,2,2022
8239,10,1004,32,3,2,2022
8240,10,1002,31,18,7,2022
8241,10,1002,42,165,171,2022
8242,10,1002,42,41,24,2022
8243,10,1002,42,47,44,2022
8244,10,1002,34,513,252,2022
8245,10,1002,34,126,34,2022
8246,10,1002,34,17,4,2022
8247,10,1002,34,22,1,2022
8248,10,1002,34,24,4,2022
8249,10,1002,34,13,2,2022
8250,10,1002,34,22,4,2022
8251,10,1002,34,48,12,2022
8252,10,1002,31,77,16,2022
8253,10,1002,31,82,25,2022
8254,10,1002,31,613,331,2022
8255,10,1002,31,192,58,2022
8256,10,1002,31,19,3,2022
8257,10,1002,31,37,23,2022
8258,10,1002,31,20,10,2022
8259,10,1002,31,28,5,2022
8260,10,1002,31,18,9,2022
8261,10,1002,31,35,14,2022
8262,10,1002,42,8,7,2022
8263,10,1002,42,29,15,2022
8264,10,1002,31,21,4,2022
8265,10,1002,31,28,4,2022
8266,10,1002,31,15,4,2022
8267,10,1002,31,37,9,2022
8268,10,1002,31,28,6,2022
8269,10,1002,31,35,10,2022
8270,10,1002,34,24,9,2022
8271,10,1002,34,58,11,2022
8272,10,1002,31,53,25,2022
8273,10,1002,31,45,22,2022
8274,10,1002,31,7,5,2022
8275,10,1002,31,38,6,2022
8276,10,1002,31,17,1,2022
8277,10,1002,31,40,11,2022
8278,10,1002,34,21,4,2022
8279,10,1002,34,40,6,2022
8280,10,1002,31,9,2,2022
8281,10,1002,31,23,7,2022
8282,10,1002,31,14,2,2022
8283,10,1002,31,44,14,2022
8284,10,1002,42,8,2,2022
8285,10,1002,42,43,18,2022
8286,10,1002,34,13,1,2022
8287,10,1002,34,25,7,2022
8288,10,1002,34,16,6,2022
8289,10,1002,34,20,6,2022
8290,10,1002,34,53,14,2022
8291,10,1002,42,13,3,2022
8292,10,1002,34,37,29,2022
8293,10,1002,42,16,4,2022
8294,10,1002,34,41,31,2022
8295,10,1002,42,30,2,2022
8296,10,1002,34,32,18,2022
8297,10,1002,42,17,5,2022
8298,10,1002,34,20,5,2022
8299,10,1002,31,0,0,2022
8300,10,1002,31,5,1,2022
8301,10,1002,31,0,0,2022
8302,10,1002,31,3,3,2022
8303,10,1002,31,2,3,2022
8304,10,1002,31,6,0,2022
8305,10,1002,31,24,11,2022
8306,10,1002,31,5,1,2022
8307,10,1002,31,16,12,2022
8308,10,1002,31,29,19,2022
8309,10,1002,31,18,48,2022
8310,10,1002,31,31,10,2022
8311,10,1002,31,4,31,2022
8312,10,1002,31,12,23,2022
8313,10,1002,31,10,10,2022
8314,10,1002,31,10,18,2022
8315,10,1002,31,8,7,2022
8316,10,1002,31,11,3,2022
8317,10,1002,31,9,0,2022
8318,10,1002,31,7,4,2022
8319,10,1002,31,6,4,2022
8320,10,1002,31,11,1,2022
8321,10,1002,31,4,0,2022
8322,10,1002,34,34,35,2022
8323,10,1002,42,6,5,2022
8324,10,1002,31,0,1,2022
8325,10,1002,31,16,61,2022
8326,10,1002,31,26,15,2022
8327,10,1002,31,6,4,2022
8328,10,1002,31,12,22,2022
8329,10,1001,43,20,4,2022
8330,10,1001,43,32,1,2022
8331,10,1001,44,6,2,2022
8332,10,1001,44,12,0,2022
8333,10,1001,44,5,3,2022
8334,10,1001,44,9,2,2022
8335,10,1001,44,5,1,2022
8336,10,1001,44,13,3,2022
8337,10,1001,44,19,5,2022
8338,10,1001,44,65,7,2022
8339,10,1001,53,11,25,2022
8340,10,1001,53,14,32,2022
8341,10,1001,53,36,51,2022
8342,10,1001,42,22,9,2022
8343,10,1001,42,70,48,2022
8344,10,1001,42,20,25,2022
8345,10,1001,41,19,3,2022
8346,10,1001,41,9,5,2022
8347,10,1001,41,11,5,2022
8348,10,1001,41,7,3,2022
8349,10,1001,41,19,5,2022
8350,10,1001,41,6,2,2022
8351,10,1001,41,10,0,2022
8352,10,1001,41,30,10,2022
8353,10,1001,44,28,3,2022
8354,10,1001,44,6,2,2022
8355,10,1001,44,6,7,2022
8356,10,1001,44,8,7,2022
8357,10,1001,44,7,1,2022
8358,10,1001,44,28,19,2022
8359,10,1001,44,9,4,2022
8360,10,1001,44,8,2,2022
8361,10,1001,44,28,7,2022
8362,10,1001,44,20,3,2022
8363,10,1001,44,17,4,2022
8364,10,1001,42,48,94,2022
8365,10,1001,42,37,40,2022
8366,10,1001,42,21,20,2022
8367,10,1001,44,47,9,2022
8368,10,1001,44,13,1,2022
8369,10,1001,44,9,1,2022
8370,10,1001,44,7,1,2022
8371,10,1001,44,5,3,2022
8372,10,1001,44,8,2,2022
8373,10,1001,43,49,7,2022
8374,10,1001,43,10,3,2022
8375,10,1001,43,24,5,2022
8376,10,1001,43,59,9,2022
8377,10,1001,43,27,1,2022
8378,10,1001,43,25,1,2022
8379,10,1001,43,8,0,2022
8380,10,1001,43,8,3,2022
8381,10,1001,43,54,6,2022
8382,10,1001,43,34,7,2022
8383,10,1001,62,99,29,2022
8384,10,1001,62,20,12,2022
8385,10,1001,53,90,78,2022
8386,10,1001,53,28,39,2022
8387,10,1001,53,82,32,2022
8388,10,1001,53,47,31,2022
8389,10,1001,42,31,53,2022
8390,10,1001,42,8,25,2022
8391,10,1001,51,8,5,2022
8392,10,1001,44,11,1,2022
8393,10,1001,44,14,0,2022
8394,10,1001,42,2,15,2022
8395,10,1001,53,10,6,2022
8396,10,1001,53,7,3,2022
8397,10,1001,41,6,7,2022
8398,10,1001,41,6,2,2022
8399,10,1001,44,7,6,2022
8400,10,1001,44,2,2,2022
8401,10,1001,42,16,5,2022
8402,10,1001,42,7,1,2022
8403,10,1001,44,7,2,2022
8404,10,1001,44,4,1,2022
8405,10,1001,42,7,2,2022
8406,10,1001,42,3,3,2022
8407,10,1001,44,18,6,2022
8408,10,1001,44,5,2,2022
8409,10,1001,44,9,6,2022
8410,10,1001,44,15,7,2022
8411,10,1001,44,8,0,2022
8412,10,1001,53,7,1,2022
8413,10,1001,44,14,5,2022
8414,10,1001,44,11,2,2022
8415,10,1001,44,6,1,2022
8416,10,1001,44,6,3,2022
8417,10,1001,44,6,1,2022
8418,10,1001,44,9,3,2022
8419,10,1001,41,8,12,2022
8420,10,1001,51,29,0,2022
8421,10,1001,51,17,2,2022
8422,10,1001,53,13,4,2022
8423,10,1001,53,6,7,2022
8424,10,1001,44,3,6,2022
8425,10,1001,44,2,1,2022
8426,10,1001,43,13,1,2022
8427,10,1001,43,16,3,2022
8428,10,1001,43,32,3,2022
8429,10,1001,44,27,4,2022
8430,10,1001,44,10,0,2022
8431,10,1001,44,9,2,2022
8432,10,1001,41,3,1,2022
8433,10,1001,41,4,2,2022
8434,10,1001,53,11,5,2022
8435,10,1001,41,14,13,2022
8436,10,1001,41,18,8,2022
8437,10,1001,41,12,7,2022
8438,10,1001,41,1,0,2022
8439,10,1001,44,4,4,2022
8440,10,1001,44,9,6,2022
8441,10,1001,44,11,5,2022
8442,10,1001,44,6,0,2022
8443,10,1001,44,0,0,2022
8444,10,1001,44,8,1,2022
8445,10,1001,44,18,7,2022
8446,10,1001,44,14,3,2022
8447,10,1001,44,8,0,2022
8448,10,1001,44,0,1,2022
8449,10,1001,43,10,3,2022
8450,10,1001,43,21,8,2022
8451,10,1001,43,19,6,2022
8452,10,1001,43,13,5,2022
8453,10,1001,43,0,0,2022
8454,10,1001,44,1,0,2022
8455,10,1001,44,3,0,2022
8456,10,1001,44,5,0,2022
8457,10,1001,44,5,0,2022
8458,10,1001,44,0,0,2022
8459,10,1001,41,13,6,2022
8460,10,1005,71,209,82,2022
8461,10,1005,71,173,86,2022
8462,10,1005,71,204,122,2022
8463,10,1005,71,151,109,2022
8464,10,1005,71,165,80,2022
8465,10,1005,71,142,97,2022
8466,10,1005,71,7,1,2022
8467,10,1005,71,26,0,2022
8468,10,1005,71,3,2,2022
8469,10,1005,71,3,4,2022
8470,10,1005,71,3,8,2022
8471,10,1005,71,6,2,2022
8472,10,1005,71,7,1,2022
8473,10,1005,71,8,7,2022
8474,10,1005,71,0,1,2022
8475,10,1005,71,24,13,2022
8476,10,1005,71,9,8,2022
8477,10,1005,71,17,5,2022
8478,10,1005,71,18,10,2022
8479,10,1005,71,14,4,2022
8480,10,1005,71,5,0,2022
8481,10,1005,71,25,5,2022
8482,10,1005,71,14,6,2022
8483,10,1005,71,15,1,2022
8484,10,1005,71,8,4,2022
8485,10,1005,71,20,8,2022
8486,10,1005,71,1,5,2022
8487,7,704,34,41,27,2022
8488,7,704,31,99,40,2022
8489,7,704,31,239,128,2022
8490,7,704,31,99,40,2022
8491,7,704,34,49,25,2022
8492,7,704,31,25,9,2022
8493,7,704,31,119,36,2022
8494,7,704,31,43,14,2022
8495,7,704,31,58,15,2022
8496,7,704,31,41,25,2022
8497,7,704,34,49,14,2022
8498,7,704,31,24,6,2022
8499,7,704,31,26,7,2022
8500,7,704,31,24,5,2022
8501,7,704,31,18,10,2022
8502,7,704,31,18,9,2022
8503,7,704,31,25,8,2022
8504,7,704,31,19,4,2022
8505,7,704,31,15,2,2022
8506,7,704,31,13,4,2022
8507,7,704,31,27,3,2022
8508,7,704,31,5,3,2022
8509,7,704,31,8,2,2022
8510,7,704,31,24,4,2022
8511,7,704,31,17,3,2022
8512,7,704,31,21,4,2022
8513,7,704,31,18,3,2022
8514,7,704,31,19,19,2022
8515,7,704,31,7,9,2022
8516,7,704,31,45,22,2022
8517,7,715,53,4,19,2022
8518,7,715,53,32,26,2022
8519,7,715,42,41,39,2022
8520,7,715,44,15,1,2022
8521,7,715,44,26,8,2022
8522,7,715,44,15,3,2022
8523,7,715,41,13,1,2022
8524,7,715,44,14,2,2022
8525,7,715,53,13,10,2022
8526,7,715,53,18,19,2022
8527,7,715,42,31,32,2022
8528,7,715,41,7,7,2022
8529,7,715,44,32,0,2022
8530,7,715,44,12,7,2022
8531,7,715,44,70,8,2022
8532,7,715,42,40,73,2022
8533,7,715,53,55,74,2022
8534,7,715,41,19,12,2022
8535,7,715,44,38,33,2022
8536,7,715,44,31,9,2022
8537,7,715,53,64,35,2022
8538,7,715,53,42,21,2022
8539,7,715,53,55,32,2022
8540,7,715,53,48,11,2022
8541,7,715,41,12,3,2022
8542,7,715,41,6,4,2022
8543,7,715,44,11,4,2022
8544,7,715,44,8,2,2022
8545,7,715,44,10,0,2022
8546,7,715,53,5,5,2022
8547,7,715,53,10,17,2022
8548,7,715,53,9,7,2022
8549,7,715,53,7,4,2022
8550,7,715,53,3,0,2022
8551,7,715,44,9,2,2022
8552,7,715,53,6,9,2022
8553,7,715,44,6,3,2022
8554,7,715,44,3,3,2022
8555,7,715,44,11,1,2022
8556,7,715,44,4,2,2022
8557,7,715,41,3,0,2022
8558,7,715,41,4,5,2022
8559,7,715,41,3,2,2022
8560,7,715,41,6,4,2022
8561,7,715,41,6,3,2022
8562,7,715,44,8,7,2022
8563,7,716,71,21,2,2022
8564,7,716,71,36,4,2022
8565,7,716,71,36,0,2022
8566,7,716,71,36,3,2022
8567,7,716,71,32,5,2022
8568,7,716,71,31,5,2022
8569,7,716,72,43,1,2022
8570,7,716,72,28,0,2022
8571,7,716,72,38,0,2022
8572,7,716,71,26,0,2022
8573,7,716,71,11,2,2022
8574,7,716,71,18,3,2022
8575,7,716,71,22,4,2022
8576,7,716,71,21,0,2022
8577,7,714,53,41,33,2022
8578,7,714,53,33,21,2022
8579,7,714,53,33,28,2022
8580,7,714,42,20,27,2022
8581,7,714,42,23,22,2022
8582,7,714,42,20,30,2022
8583,7,714,53,28,24,2022
8584,7,714,53,19,18,2022
8585,7,714,53,19,28,2022
8586,7,714,53,14,20,2022
8587,7,714,53,13,13,2022
8588,7,714,53,13,14,2022
8589,7,714,53,16,12,2022
8590,7,714,53,10,9,2022
8591,7,714,53,12,13,2022
8592,7,714,42,22,8,2022
8593,7,714,42,4,4,2022
8594,7,714,42,6,3,2022
8595,7,714,42,3,4,2022
8596,7,714,53,6,5,2022
8597,7,714,53,10,4,2022
8598,7,714,53,8,7,2022
8599,7,714,53,9,2,2022
8600,7,714,53,8,3,2022
8601,7,714,53,5,4,2022
8602,7,714,53,2,6,2022
8603,7,714,53,3,4,2022
8604,7,714,53,6,6,2022
8605,7,714,53,5,4,2022
8606,7,714,53,2,1,2022
8607,7,707,31,364,171,2022
8608,7,707,34,154,94,2022
8609,7,707,31,92,37,2022
8610,7,707,34,57,14,2022
8611,7,707,31,83,31,2022
8612,7,707,31,75,49,2022
8613,7,707,31,119,50,2022
8614,7,707,31,29,1,2022
8615,7,707,31,22,3,2022
8616,7,707,31,24,5,2022
8617,7,707,31,24,3,2022
8618,7,707,31,17,3,2022
8619,7,707,34,22,2,2022
8620,7,707,34,17,2,2022
8621,7,706,21,25,24,2022
8622,7,706,21,11,13,2022
8623,7,706,21,7,20,2022
8624,7,706,21,3,13,2022
8625,7,706,21,6,12,2022
8626,7,706,21,16,7,2022
8627,7,706,21,8,9,2022
8628,7,706,21,6,13,2022
8629,7,706,21,15,11,2022
8630,7,706,21,4,14,2022
8631,7,706,21,10,3,2022
8632,7,706,21,7,5,2022
8633,7,710,34,86,39,2022
8634,7,710,31,324,211,2022
8635,7,710,42,54,66,2022
8636,7,710,34,44,11,2022
8637,7,710,31,183,74,2022
8638,7,710,42,60,43,2022
8639,7,710,31,91,24,2022
8640,7,710,31,95,24,2022
8641,7,710,42,65,35,2022
8642,7,710,34,52,27,2022
8643,7,710,31,48,24,2022
8644,7,710,31,41,16,2022
8645,7,710,31,107,51,2022
8646,7,710,31,19,6,2022
8647,7,710,31,15,15,2022
8648,7,710,31,30,5,2022
8649,7,710,42,8,8,2022
8650,7,710,42,14,1,2022
8651,7,710,31,12,5,2022
8652,7,710,31,29,3,2022
8653,7,710,31,26,2,2022
8654,7,710,31,23,12,2022
8655,7,710,31,13,3,2022
8656,7,710,31,9,13,2022
8657,7,710,31,18,12,2022
8658,7,710,31,13,7,2022
8659,7,710,31,13,5,2022
8660,7,710,31,11,13,2022
8661,7,710,31,21,13,2022
8662,7,710,31,10,13,2022
8663,7,710,31,2,0,2022
8664,7,710,31,2,0,2022
8665,7,710,31,0,1,2022
8666,7,710,31,10,2,2022
8667,7,710,31,7,2,2022
8668,7,710,31,10,18,2022
8669,7,709,42,37,43,2022
8670,7,709,42,30,17,2022
8671,7,709,42,31,19,2022
8672,7,709,53,41,55,2022
8673,7,709,53,8,22,2022
8674,7,709,53,13,46,2022
8675,7,709,53,47,91,2022
8676,7,709,52,41,53,2022
8677,7,709,52,17,29,2022
8678,7,709,52,21,21,2022
8679,7,709,52,29,30,2022
8680,7,709,52,8,9,2022
8681,7,709,53,55,83,2022
8682,7,709,53,28,34,2022
8683,7,709,53,1,17,2022
8684,7,709,53,15,14,2022
8685,7,709,53,22,34,2022
8686,7,709,53,5,13,2022
8687,7,709,53,15,14,2022
8688,7,709,53,22,81,2022
8689,7,709,53,10,52,2022
8690,7,709,53,9,20,2022
8691,7,709,53,13,41,2022
8692,7,709,53,7,21,2022
8693,7,709,53,30,24,2022
8694,7,709,53,56,33,2022
8695,7,709,53,23,9,2022
8696,7,709,42,28,38,2022
8697,7,709,42,25,41,2022
8698,7,709,42,23,41,2022
8699,7,709,42,46,73,2022
8700,7,709,42,55,48,2022
8701,7,709,42,54,64,2022
8702,7,709,42,65,58,2022
8703,7,709,42,54,57,2022
8704,7,709,53,20,18,2022
8705,7,709,53,10,6,2022
8706,7,709,53,4,37,2022
8707,7,709,53,2,14,2022
8708,7,709,53,10,10,2022
8709,7,709,53,4,7,2022
8710,7,709,53,34,40,2022
8711,7,709,53,3,3,2022
8712,7,709,53,21,25,2022
8713,7,709,53,5,4,2022
8714,7,709,53,10,4,2022
8715,7,709,42,12,17,2022
8716,7,709,42,13,9,2022
8717,7,713,62,21,2,2022
8718,7,713,62,20,2,2022
8719,7,713,62,18,2,2022
8720,7,713,62,9,4,2022
8721,7,713,62,9,0,2022
8722,7,713,62,6,2,2022
8723,7,713,62,11,1,2022
8724,7,713,62,9,1,2022
8725,7,713,62,5,2,2022
8726,7,713,62,9,0,2022
8727,7,713,62,11,0,2022
8728,7,713,62,7,0,2022
8729,7,713,62,29,9,2022
8730,7,713,62,20,6,2022
8731,7,713,62,12,3,2022
8732,7,713,62,17,0,2022
8733,7,713,62,1,1,2022
8734,7,713,62,1,1,2022
8735,7,713,62,5,0,2022
8736,7,713,62,0,1,2022
8737,7,713,81,1,1,2022
8738,7,713,81,1,2,2022
8739,7,713,81,2,3,2022
8740,7,713,81,1,0,2022
8741,7,713,62,2,0,2022
8742,7,713,62,3,0,2022
8743,7,713,62,2,2,2022
8744,7,713,62,1,0,2022
8745,7,713,62,1,0,2022
8746,7,713,62,3,0,2022
8747,7,713,62,3,0,2022
8748,7,713,62,1,0,2022
8749,7,713,62,1,0,2022
8750,7,713,62,1,0,2022
8751,7,713,62,2,2,2022
8752,7,713,62,2,0,2022
8753,7,713,62,8,5,2022
8754,7,713,62,15,5,2022
8755,7,713,62,1,1,2022
8756,7,713,62,3,0,2022
8757,7,713,62,3,1,2022
8758,7,713,81,0,1,2022
8759,7,713,62,6,2,2022
8760,7,713,62,19,9,2022
8761,7,708,22,41,12,2022
8762,7,708,21,135,41,2022
8763,7,708,21,47,18,2022
8764,7,708,21,83,40,2022
8765,7,708,21,134,26,2022
8766,7,708,21,118,21,2022
8767,7,708,21,15,6,2022
8768,7,708,22,6,0,2022
8769,7,708,21,9,2,2022
8770,7,708,21,8,0,2022
8771,7,708,21,7,1,2022
8772,7,708,21,9,4,2022
8773,7,708,21,46,19,2022
8774,7,708,21,9,1,2022
8775,7,708,21,9,0,2022
8776,7,708,21,8,5,2022
8777,7,708,21,37,8,2022
8778,7,708,21,17,5,2022
8779,7,708,22,4,0,2022
8780,7,708,21,2,2,2022
8781,7,708,21,7,0,2022
8782,7,708,21,7,0,2022
8783,7,708,21,5,12,2022
8784,7,708,21,104,19,2022
8785,7,708,21,15,2,2022
8786,7,708,21,4,0,2022
8787,7,708,21,10,4,2022
8788,7,708,21,19,2,2022
8789,7,708,21,23,3,2022
8790,7,708,21,41,10,2022
8791,7,708,21,13,6,2022
8792,7,708,21,18,5,2022
8793,7,708,21,10,5,2022
8794,7,708,21,4,0,2022
8795,7,708,21,8,3,2022
8796,7,708,21,19,1,2022
8797,7,708,21,21,1,2022
8798,7,708,21,43,9,2022
8799,7,708,21,13,4,2022
8800,7,708,21,10,0,2022
8801,7,708,21,3,3,2022
8802,7,708,21,10,3,2022
8803,7,708,21,1,0,2022
8804,7,708,21,6,0,2022
8805,7,708,21,11,4,2022
8806,7,708,21,23,9,2022
8807,7,708,21,20,4,2022
8808,7,708,21,21,4,2022
8809,7,708,21,10,2,2022
8810,7,708,21,9,2,2022
8811,7,711,42,74,52,2022
8812,7,711,42,52,36,2022
8813,7,711,42,42,38,2022
8814,7,711,42,72,52,2022
8815,7,711,42,38,35,2022
8816,7,711,42,42,34,2022
8817,7,711,42,60,77,2022
8818,7,711,42,60,29,2022
8819,7,711,42,47,23,2022
8820,7,711,42,7,7,2022
8821,7,711,42,10,3,2022
8822,7,711,42,17,9,2022
8823,7,711,42,7,4,2022
8824,7,711,42,20,16,2022
8825,7,711,42,12,1,2022
8826,7,711,42,36,10,2022
8827,7,711,42,41,6,2022
8828,7,711,42,38,9,2022
8829,7,711,42,10,5,2022
8830,7,711,42,12,8,2022
8831,7,711,42,15,6,2022
8832,7,711,42,14,2,2022
8833,7,711,42,7,3,2022
8834,7,705,82,132,57,2022
8835,7,705,82,82,47,2022
8836,7,705,82,109,78,2022
8837,7,705,82,44,25,2022
8838,7,705,82,31,9,2022
8839,7,705,82,37,13,2022
8840,7,705,53,26,13,2022
8841,7,705,53,25,7,2022
8842,7,705,53,28,10,2022
8843,7,705,53,8,6,2022
8844,7,705,82,17,3,2022
8845,7,705,82,13,7,2022
8846,7,705,82,21,4,2022
8847,7,705,82,25,9,2022
8848,7,705,82,26,10,2022
8849,7,705,82,12,3,2022
8850,7,705,82,6,4,2022
8851,7,705,82,30,8,2022
8852,7,705,82,23,8,2022
8853,7,705,82,19,4,2022
8854,7,705,82,10,3,2022
8855,7,712,71,57,58,2022
8856,7,712,71,42,42,2022
8857,7,712,71,58,41,2022
8858,7,712,71,15,1,2022
8859,7,702,22,175,36,2022
8860,7,702,22,78,12,2022
8861,7,702,22,172,17,2022
8862,7,702,22,414,163,2022
8863,7,702,22,148,48,2022
8864,7,702,22,146,42,2022
8865,7,702,22,301,36,2022
8866,7,702,22,61,6,2022
8867,7,702,22,72,8,2022
8868,7,702,22,120,57,2022
8869,7,702,22,40,12,2022
8870,7,702,22,31,13,2022
8871,7,702,34,78,33,2022
8872,7,702,34,21,6,2022
8873,7,702,34,35,7,2022
8874,7,702,34,100,22,2022
8875,7,702,34,26,5,2022
8876,7,702,34,12,5,2022
8877,7,702,22,45,13,2022
8878,7,702,22,26,7,2022
8879,7,702,22,19,2,2022
8880,7,702,22,12,6,2022
8881,7,702,22,26,2,2022
8882,7,702,22,18,2,2022
8883,7,702,22,25,7,2022
8884,7,702,22,17,1,2022
8885,7,702,22,26,12,2022
8886,7,702,22,18,7,2022
8887,7,702,33,16,5,2022
8888,7,702,33,13,5,2022
8889,7,702,22,20,11,2022
8890,7,702,22,15,2,2022
8891,7,702,34,24,7,2022
8892,7,702,34,11,4,2022
8893,7,702,22,10,4,2022
8894,7,702,22,17,3,2022
8895,7,702,22,12,7,2022
8896,7,702,22,6,8,2022
8897,7,702,22,7,0,2022
8898,7,702,22,2,1,2022
8899,7,702,22,1,1,2022
8900,7,702,22,20,5,2022
8901,7,702,22,10,3,2022
8902,7,702,22,28,9,2022
8903,7,702,22,10,0,2022
8904,7,702,22,14,1,2022
8905,7,702,22,6,2,2022
8906,7,702,22,0,0,2022
8907,7,702,22,9,2,2022
8908,7,702,22,4,3,2022
8909,7,702,22,3,3,2022
8910,7,702,22,2,1,2022
8911,7,702,22,9,4,2022
8912,7,702,22,3,0,2022
8913,7,702,22,6,3,2022
8914,7,702,22,7,5,2022
8915,7,702,22,0,2,2022
8916,7,702,22,0,1,2022
8917,7,703,32,571,148,2022
8918,7,703,32,370,95,2022
8919,7,703,32,202,48,2022
8920,7,703,32,76,28,2022
8921,7,703,32,262,78,2022
8922,7,703,32,48,9,2022
8923,7,703,32,25,5,2022
8924,7,703,32,43,15,2022
8925,7,703,32,31,8,2022
8926,7,703,32,75,13,2022
8927,7,703,32,69,2,2022
8928,7,703,32,124,24,2022
8929,7,703,32,63,12,2022
8930,7,703,32,20,4,2022
8931,7,703,32,6,4,2022
8932,7,703,32,102,18,2022
8933,7,703,32,73,13,2022
8934,7,703,34,20,10,2022
8935,7,703,34,11,4,2022
8936,7,703,32,11,7,2022
8937,7,703,32,10,18,2022
8938,7,703,32,13,9,2022
8939,7,703,32,4,4,2022
8940,7,703,32,1,3,2022
8941,7,703,32,7,2,2022
8942,7,703,32,5,5,2022
8943,7,703,32,9,10,2022
8944,7,703,32,4,4,2022
8945,7,703,32,0,1,2022
8946,7,703,34,8,2,2022
8947,7,703,34,11,9,2022
8948,7,703,34,4,2,2022
8949,7,703,34,0,1,2022
8950,7,703,34,0,1,2022
8951,7,703,32,16,7,2022
8952,7,718,34,28,2,2022
8953,7,718,34,22,10,2022
8954,7,718,31,4,10,2022
8955,7,718,34,16,6,2022
8956,7,718,31,26,6,2022
8957,7,718,34,20,12,2022
8958,7,718,34,23,1,2022
8959,7,718,31,19,10,2022
8960,7,718,34,613,250,2022
8961,7,718,31,555,317,2022
8962,7,718,34,156,29,2022
8963,7,718,31,94,43,2022
8964,7,718,31,42,7,2022
8965,7,718,31,69,20,2022
8966,7,718,31,67,18,2022
8967,7,718,31,46,14,2022
8968,7,718,31,11,1,2022
8969,7,718,34,49,10,2022
8970,7,718,34,21,8,2022
8971,7,718,34,24,2,2022
8972,7,718,34,18,7,2022
8973,7,718,34,23,4,2022
8974,7,718,34,11,6,2022
8975,7,718,34,12,2,2022
8976,7,718,34,14,1,2022
8977,7,718,34,8,4,2022
8978,7,718,34,9,3,2022
8979,7,718,34,10,3,2022
8980,7,718,34,28,3,2022
8981,7,718,31,20,10,2022
8982,7,718,34,6,1,2022
8983,7,718,34,9,4,2022
8984,7,718,31,12,1,2022
8985,7,718,31,7,3,2022
8986,7,718,31,9,4,2022
8987,7,703,71,186,99,2022
8988,7,703,71,196,83,2022
8989,7,703,71,176,89,2022
8990,7,703,71,190,81,2022
8991,7,703,71,157,66,2022
8992,7,703,71,20,18,2022
8993,7,703,71,7,15,2022
8994,7,703,71,20,9,2022
8995,7,703,71,16,13,2022
8996,7,703,71,11,7,2022
8997,7,703,71,34,4,2022
8998,7,703,71,11,14,2022
8999,7,703,71,25,15,2022
9000,7,703,71,6,9,2022
9001,7,703,71,19,3,2022
9002,7,703,71,16,7,2022
9003,7,703,71,22,2,2022
9004,7,703,71,9,1,2022
9005,7,703,71,11,2,2022
9006,7,703,71,10,3,2022
9007,7,703,71,4,2,2022
9008,7,703,71,24,5,2022
9009,7,703,71,25,15,2022
9010,7,703,71,26,6,2022
9011,7,703,71,31,2,2022
9012,7,703,71,18,0,2022
9013,7,703,71,7,1,2022
9014,7,703,71,12,3,2022
9015,7,703,71,10,8,2022
9016,7,703,71,19,12,2022
9017,7,703,71,21,10,2022
9018,7,703,71,12,38,2022
9019,7,703,71,39,11,2022
9020,7,703,71,42,8,2022
9021,7,703,71,22,10,2022
9022,7,703,71,14,18,2022
9023,7,703,71,14,6,2022
9024,7,703,71,30,20,2022
9025,7,703,71,60,40,2022
9026,7,703,71,20,15,2022
9027,7,703,71,18,12,2022
9028,7,703,71,38,12,2022
9029,7,703,71,20,15,2022
9030,7,703,71,20,10,2022
9031,7,703,71,22,11,2022
9032,7,703,71,16,4,2022
9033,7,703,71,10,10,2022
9034,7,703,71,12,8,2022
9035,7,703,71,20,10,2022
9036,7,703,71,18,12,2022
9037,7,703,71,25,10,2022
9038,7,703,71,23,12,2022
9039,7,703,71,14,6,2022
9040,7,703,71,15,15,2022
9041,7,703,71,26,22,2022
9042,7,703,71,22,11,2022
9043,7,703,71,20,10,2022
9044,7,703,71,22,20,2022
9045,7,703,71,18,12,2022
9046,7,703,71,13,13,2022
9047,7,703,71,24,12,2022
9048,7,703,71,20,10,2022
9049,7,703,71,23,12,2022
9050,7,703,71,18,12,2022
9051,7,703,71,11,4,2022
9052,7,703,71,13,1,2022
9053,7,703,71,18,3,2022
9054,7,703,71,12,14,2022
9055,7,703,71,10,1,2022
9056,7,703,71,196,81,2022
9057,5,502,33,16,8,2022
9058,5,502,33,14,1,2022
9059,5,502,33,15,2,2022
9060,5,502,33,12,3,2022
9061,5,502,33,11,7,2022
9062,5,502,33,13,1,2022
9063,5,502,33,21,3,2022
9064,5,502,33,12,4,2022
9065,5,502,33,9,3,2022
9066,5,502,33,16,4,2022
9067,5,502,33,39,12,2022
9068,5,502,33,32,8,2022
