_id,code_universite,code_etablissement,code_domaine,inscrits_f,inscrits_m,annee
3195,2,201,22,123,20,2021
3196,2,201,22,29,0,2021
3197,2,201,22,66,7,2021
3198,2,201,34,17,7,2021
3199,2,201,34,30,13,2021
3200,2,201,34,27,4,2021
3201,2,201,34,9,2,2021
3202,2,201,52,8,1,2021
3203,2,201,52,9,3,2021
3204,2,201,22,19,7,2021
3205,2,201,22,22,9,2021
3206,2,201,22,6,0,2021
3207,2,201,22,70,41,2021
3208,2,201,22,59,22,2021
3209,2,201,22,13,7,2021
3210,2,201,22,21,9,2021
3211,2,201,34,132,16,2021
3212,2,201,34,59,8,2021
3213,2,201,34,70,13,2021
3214,2,201,34,5,0,2021
3215,2,201,34,106,15,2021
3216,2,201,34,45,2,2021
3217,2,201,34,118,29,2021
3218,2,201,34,9,4,2021
3219,2,201,34,25,1,2021
3220,2,201,34,0,6,2021
3221,2,201,22,29,11,2021
3222,2,201,22,37,9,2021
3223,2,201,22,36,2,2021
3224,2,201,22,24,5,2021
3225,2,201,22,19,7,2021
3226,2,201,22,17,13,2021
3227,2,201,22,59,33,2021
3228,2,201,22,12,7,2021
3229,2,201,34,23,12,2021
3230,2,201,34,18,6,2021
3231,2,201,34,7,5,2021
3232,2,201,22,4,1,2021
3233,2,201,22,13,0,2021
3234,2,201,22,53,4,2021
3235,2,201,22,12,0,2021
3236,2,201,34,38,25,2021
3237,2,201,34,19,7,2021
3238,2,201,52,22,11,2021
3239,2,201,52,17,11,2021
3240,2,201,34,13,5,2021
3241,2,201,34,10,2,2021
3242,2,201,22,15,16,2021
3243,2,201,22,6,4,2021
3244,2,201,22,8,6,2021
3245,2,201,22,41,18,2021
3246,2,201,22,16,9,2021
3247,2,201,22,14,4,2021
3248,2,201,22,16,11,2021
3249,2,201,22,4,5,2021
3250,2,201,34,21,0,2021
3251,2,201,34,18,1,2021
3252,2,201,34,19,0,2021
3253,2,201,34,19,2,2021
3254,2,201,34,2,2,2021
3255,2,201,34,16,0,2021
3256,2,201,34,18,0,2021
3257,2,201,34,9,1,2021
3258,2,201,34,10,2,2021
3259,2,201,11,45,10,2021
3260,2,201,11,11,10,2021
3261,2,201,22,21,3,2021
3262,2,201,22,9,0,2021
3263,2,201,22,27,6,2021
3264,2,201,34,49,19,2021
3265,2,201,34,29,9,2021
3266,2,201,34,78,29,2021
3267,2,201,34,16,8,2021
3268,2,201,34,12,10,2021
3269,2,201,22,7,12,2021
3270,2,201,22,2,6,2021
3271,2,201,22,12,8,2021
3272,2,201,22,2,9,2021
3273,2,201,22,1,0,2021
3274,2,201,34,0,1,2021
3275,2,201,34,4,3,2021
3276,2,201,34,2,1,2021
3277,2,201,34,2,0,2021
3278,2,201,22,1,1,2021
3279,2,201,22,7,0,2021
3280,2,201,22,6,0,2021
3281,2,201,22,2,0,2021
3282,2,201,22,4,0,2021
3283,2,201,34,3,5,2021
3284,2,201,34,5,5,2021
3285,2,201,34,3,2,2021
3286,2,201,34,1,0,2021
3287,2,201,22,11,11,2021
3288,2,201,22,15,12,2021
3289,2,201,22,12,11,2021
3290,2,201,22,2,1,2021
3291,2,201,22,8,4,2021
3292,2,201,22,0,5,2021
3293,2,201,22,4,7,2021
3294,2,201,22,0,4,2021
3295,2,201,22,1,0,2021
3296,2,201,34,5,1,2021
3297,2,201,34,1,4,2021
3298,2,201,34,0,3,2021
3299,2,201,34,1,1,2021
3300,2,201,11,2,10,2021
3301,2,201,11,7,8,2021
3302,2,201,11,2,6,2021
3303,2,201,11,0,4,2021
3304,2,201,11,2,0,2021
3305,2,201,34,15,2,2021
3306,2,201,34,11,12,2021
3307,2,201,34,6,4,2021
3308,2,201,34,6,3,2021
3309,2,201,34,3,2,2021
3310,2,201,34,1,0,2021
3311,2,201,22,2,0,2021
3312,1,102,22,11,12,2021
3313,1,102,22,9,9,2021
3314,1,102,22,6,12,2021
3315,1,102,22,6,11,2021
3316,1,102,22,1,5,2021
3317,1,102,22,4,6,2021
3318,1,102,22,9,6,2021
3319,1,102,22,16,10,2021
3320,1,102,22,12,14,2021
3321,1,102,22,3,7,2021
3322,1,102,22,10,9,2021
3323,1,102,22,67,44,2021
3324,1,102,22,12,8,2021
3325,1,102,22,4,10,2021
3326,1,102,22,4,10,2021
3327,1,102,22,13,12,2021
3328,1,102,22,6,7,2021
3329,1,102,22,8,13,2021
3330,1,102,22,18,8,2021
3331,1,102,22,15,6,2021
3332,1,102,22,8,3,2021
3333,1,102,22,9,1,2021
3334,1,102,22,11,1,2021
3335,1,101,22,90,34,2021
3336,1,101,22,12,3,2021
3337,1,101,22,9,2,2021
3338,1,101,22,13,1,2021
3339,1,101,22,8,7,2021
3340,1,101,22,26,12,2021
3341,1,101,22,29,4,2021
3342,1,101,22,30,9,2021
3343,1,101,22,31,3,2021
3344,1,101,22,13,1,2021
3345,1,101,22,13,1,2021
3346,1,101,22,22,6,2021
3347,1,101,22,22,5,2021
3348,1,101,22,24,10,2021
3349,1,101,22,20,2,2021
3350,1,101,22,23,8,2021
3351,1,101,22,5,14,2021
3352,1,101,22,5,5,2021
3353,1,101,22,14,18,2021
3354,1,101,22,18,14,2021
3355,1,101,22,10,10,2021
3356,1,101,22,3,11,2021
3357,1,101,22,21,13,2021
3358,1,101,22,10,13,2021
3359,1,101,22,19,2,2021
3360,1,101,22,14,0,2021
3361,1,101,11,24,1,2021
3362,1,101,11,22,7,2021
3363,1,101,22,15,9,2021
3364,1,101,22,9,11,2021
3365,1,101,31,25,4,2021
3366,1,101,31,16,3,2021
3367,1,101,22,14,10,2021
3368,1,101,22,9,12,2021
3369,1,101,31,30,11,2021
3370,1,101,31,17,7,2021
3371,1,103,22,56,28,2021
3372,1,103,22,15,12,2021
3373,1,103,22,20,8,2021
3374,1,103,22,20,8,2021
3375,1,103,22,21,15,2021
3376,1,103,22,28,7,2021
3377,8,816,71,40,3,2021
3378,8,816,71,31,6,2021
3379,8,816,71,8,23,2021
3380,8,816,71,12,2,2021
3381,8,816,71,22,10,2021
3382,8,816,71,40,0,2021
3383,8,816,71,26,7,2021
3384,8,816,71,29,3,2021
3385,8,816,71,19,2,2021
3386,8,816,71,30,6,2021
3387,8,816,71,18,1,2021
3388,8,816,71,36,0,2021
3389,8,816,71,29,3,2021
3390,8,816,71,28,6,2021
3391,8,816,71,27,5,2021
3392,8,816,71,21,4,2021
3393,8,816,71,28,8,2021
3394,8,816,71,33,0,2021
3395,8,815,51,3,1,2021
3396,8,815,51,6,0,2021
3397,8,815,51,8,0,2021
3398,8,815,51,4,2,2021
3399,8,815,53,2,2,2021
3400,8,815,53,6,2,2021
3401,8,815,53,7,1,2021
3402,8,815,53,4,3,2021
3403,8,815,53,15,6,2021
3404,8,815,53,16,5,2021
3405,8,815,53,3,1,2021
3406,8,815,53,2,3,2021
3407,8,815,53,6,3,2021
3408,8,815,53,16,2,2021
3409,8,815,53,10,1,2021
3410,8,815,53,10,2,2021
3411,8,815,53,8,16,2021
3412,8,815,53,8,8,2021
3413,8,815,53,4,4,2021
3414,8,815,53,4,8,2021
3415,8,815,51,11,4,2021
3416,8,815,51,13,1,2021
3417,8,815,53,5,6,2021
3418,8,815,53,9,6,2021
3419,8,815,53,23,40,2021
3420,8,815,53,4,14,2021
3421,8,815,53,6,6,2021
3422,8,815,53,4,9,2021
3423,8,815,53,24,38,2021
3424,8,815,53,34,39,2021
3425,8,815,53,28,27,2021
3426,8,815,53,2,5,2021
3427,8,815,53,2,6,2021
3428,8,815,51,48,16,2021
3429,8,815,51,39,5,2021
3430,8,815,51,10,4,2021
3431,8,815,51,9,5,2021
3432,8,815,53,40,27,2021
3433,8,815,53,35,24,2021
3434,8,815,53,10,5,2021
3435,8,815,53,13,5,2021
3436,8,815,53,8,9,2021
3437,8,815,53,9,5,2021
3438,8,815,53,9,6,2021
3439,8,815,53,9,5,2021
3440,8,815,53,9,5,2021
3441,8,815,51,5,1,2021
3442,8,815,53,6,7,2021
3443,8,815,53,5,5,2021
3444,8,815,53,13,3,2021
3445,8,815,51,11,3,2021
3446,8,814,53,96,105,2021
3447,8,814,53,115,57,2021
3448,8,814,53,63,162,2021
3449,8,814,53,93,90,2021
3450,8,814,53,77,40,2021
3451,8,814,53,55,127,2021
3452,8,807,21,31,7,2021
3453,8,807,21,47,11,2021
3454,8,807,21,63,13,2021
3455,8,807,21,13,6,2021
3456,8,807,21,14,6,2021
3457,8,807,21,9,3,2021
3458,8,807,21,6,4,2021
3459,8,807,21,16,2,2021
3460,8,807,21,12,3,2021
3461,8,807,21,12,3,2021
3462,8,807,21,16,2,2021
3463,8,807,21,20,1,2021
3464,8,807,21,16,2,2021
3465,8,807,21,31,6,2021
3466,8,807,21,30,4,2021
3467,8,807,21,13,0,2021
3468,8,807,21,12,5,2021
3469,8,807,21,12,5,2021
3470,8,811,43,14,1,2021
3471,8,811,43,12,0,2021
3472,8,811,43,15,0,2021
3473,8,811,43,13,0,2021
3474,8,811,81,12,4,2021
3475,8,811,81,13,2,2021
3476,8,811,43,12,7,2021
3477,8,811,43,9,6,2021
3478,8,811,43,125,6,2021
3479,8,811,43,70,11,2021
3480,8,811,43,9,0,2021
3481,8,811,43,41,3,2021
3482,8,811,43,59,2,2021
3483,8,811,81,26,1,2021
3484,8,811,43,6,1,2021
3485,8,811,81,24,4,2021
3486,8,811,43,43,1,2021
3487,8,811,43,17,2,2021
3488,8,811,43,20,4,2021
3489,8,811,43,25,2,2021
3490,8,811,43,20,3,2021
3491,8,811,43,18,0,2021
3492,8,811,43,36,4,2021
3493,8,810,11,201,28,2021
3494,8,810,11,353,42,2021
3495,8,810,11,380,23,2021
3496,8,809,53,30,17,2021
3497,8,809,53,10,8,2021
3498,8,809,42,11,8,2021
3499,8,809,53,26,37,2021
3500,8,809,53,10,9,2021
3501,8,809,51,30,4,2021
3502,8,809,53,47,35,2021
3503,8,809,51,37,0,2021
3504,8,809,51,23,3,2021
3505,8,809,44,16,3,2021
3506,8,809,44,13,1,2021
3507,8,809,44,23,2,2021
3508,8,809,51,11,2,2021
3509,8,809,51,10,0,2021
3510,8,809,81,16,3,2021
3511,8,809,81,8,1,2021
3512,8,809,81,12,3,2021
3513,8,809,81,11,0,2021
3514,8,809,42,10,4,2021
3515,8,809,42,8,3,2021
3516,8,809,53,99,83,2021
3517,8,809,53,26,23,2021
3518,8,808,22,86,39,2021
3519,8,808,22,66,8,2021
3520,8,808,22,24,1,2021
3521,8,808,22,41,3,2021
3522,8,808,22,50,7,2021
3523,8,808,22,59,18,2021
3524,8,808,22,63,18,2021
3525,8,808,22,41,4,2021
3526,8,808,22,35,4,2021
3527,8,808,22,18,1,2021
3528,8,808,22,30,7,2021
3529,8,808,22,9,2,2021
3530,8,808,22,12,1,2021
3531,8,808,22,17,1,2021
3532,8,808,22,38,15,2021
3533,8,808,22,49,6,2021
3534,8,808,22,20,4,2021
3535,8,808,22,19,2,2021
3536,8,808,22,24,2,2021
3537,8,808,22,15,0,2021
3538,8,808,22,9,0,2021
3539,8,808,22,19,6,2021
3540,8,808,22,17,0,2021
3541,8,808,22,6,4,2021
3542,8,813,42,64,44,2021
3543,8,813,42,44,84,2021
3544,8,813,42,72,65,2021
3545,8,813,42,33,28,2021
3546,8,813,42,20,54,2021
3547,8,813,42,35,18,2021
3548,8,813,42,21,28,2021
3549,8,813,42,36,62,2021
3550,8,813,42,43,20,2021
3551,8,813,42,22,41,2021
3552,8,813,42,13,7,2021
3553,8,813,42,17,7,2021
3554,8,813,53,16,14,2021
3555,8,813,53,9,4,2021
3556,8,813,42,22,11,2021
3557,8,813,42,12,7,2021
3558,8,812,42,23,32,2021
3559,8,812,53,11,3,2021
3560,8,812,53,12,7,2021
3561,8,812,42,18,21,2021
3562,8,812,53,16,11,2021
3563,8,812,42,12,38,2021
3564,8,812,53,47,25,2021
3565,8,812,53,29,16,2021
3566,8,812,42,10,6,2021
3567,8,812,42,8,1,2021
3568,8,812,53,14,6,2021
3569,8,812,53,9,3,2021
3570,8,812,42,20,11,2021
3571,8,812,42,11,5,2021
3572,8,812,53,31,13,2021
3573,8,812,53,20,13,2021
3574,8,812,53,21,17,2021
3575,8,812,41,17,2,2021
3576,8,812,41,12,7,2021
3577,8,812,41,14,4,2021
3578,8,812,42,48,61,2021
3579,8,812,42,104,116,2021
3580,8,812,42,23,42,2021
3581,8,812,53,108,111,2021
3582,8,806,31,29,10,2021
3583,8,806,21,108,7,2021
3584,8,806,51,37,6,2021
3585,8,806,21,22,4,2021
3586,8,806,21,27,1,2021
3587,8,806,21,38,1,2021
3588,8,806,31,9,2,2021
3589,8,806,31,9,3,2021
3590,8,806,31,6,1,2021
3591,8,806,31,9,2,2021
3592,8,806,21,30,2,2021
3593,8,806,21,14,2,2021
3594,8,806,21,24,0,2021
3595,8,806,31,6,4,2021
3596,8,806,31,18,0,2021
3597,8,806,21,35,1,2021
3598,8,806,31,20,3,2021
3599,8,806,31,8,0,2021
3600,8,806,31,3,6,2021
3601,8,806,21,8,0,2021
3602,8,806,51,12,1,2021
3603,8,804,71,142,52,2021
3604,8,804,71,155,60,2021
3605,8,804,71,155,60,2021
3606,8,804,71,173,50,2021
3607,8,804,71,176,67,2021
3608,8,804,71,182,60,2021
3609,8,804,71,13,2,2021
3610,8,804,71,18,2,2021
3611,8,804,71,11,2,2021
3612,8,804,71,9,1,2021
3613,8,804,71,16,3,2021
3614,8,804,71,22,10,2021
3615,8,804,71,13,0,2021
3616,8,804,71,25,4,2021
3617,8,804,71,12,1,2021
3618,8,802,31,318,214,2021
3619,8,802,34,281,128,2021
3620,8,802,42,75,80,2021
3621,8,802,31,187,71,2021
3622,8,802,34,170,33,2021
3623,8,802,31,127,35,2021
3624,8,802,31,42,9,2021
3625,8,802,34,37,8,2021
3626,8,802,34,12,8,2021
3627,8,802,34,21,3,2021
3628,8,802,31,47,10,2021
3629,8,802,31,12,4,2021
3630,8,802,34,64,9,2021
3631,8,802,31,87,20,2021
3632,8,802,42,18,8,2021
3633,8,802,42,11,2,2021
3634,8,802,31,25,5,2021
3635,8,802,31,30,3,2021
3636,8,802,31,27,5,2021
3637,8,802,34,22,9,2021
3638,8,802,31,18,2,2021
3639,8,802,31,14,6,2021
3640,8,802,31,14,1,2021
3641,8,802,34,16,2,2021
3642,8,801,44,13,91,2021
3643,8,801,44,21,36,2021
3644,8,801,41,15,5,2021
3645,8,801,42,49,98,2021
3646,8,801,44,39,5,2021
3647,8,801,44,28,5,2021
3648,8,801,53,64,105,2021
3649,8,801,44,20,10,2021
3650,8,801,44,13,4,2021
3651,8,801,53,14,12,2021
3652,8,801,44,24,7,2021
3653,8,801,44,24,0,2021
3654,8,801,41,12,6,2021
3655,8,801,41,16,5,2021
3656,8,801,44,19,2,2021
3657,8,801,44,20,2,2021
3658,8,801,44,27,1,2021
3659,8,801,44,13,10,2021
3660,8,801,41,11,16,2021
3661,8,801,44,15,1,2021
3662,8,801,44,18,1,2021
3663,8,801,41,10,11,2021
3664,8,801,41,34,14,2021
3665,8,801,42,32,49,2021
3666,8,801,44,67,10,2021
3667,8,801,44,47,26,2021
3668,8,801,44,13,3,2021
3669,8,801,44,11,5,2021
3670,8,801,44,11,1,2021
3671,8,801,53,63,63,2021
3672,8,801,53,43,40,2021
3673,8,801,53,81,32,2021
3674,8,801,53,75,21,2021
3675,8,801,41,3,2,2021
3676,8,801,41,10,5,2021
3677,8,801,41,11,2,2021
3678,8,801,41,4,5,2021
3679,8,801,42,12,11,2021
3680,8,801,42,2,9,2021
3681,8,801,44,20,12,2021
3682,8,801,44,25,7,2021
3683,8,801,44,29,2,2021
3684,8,801,44,25,0,2021
3685,8,801,44,14,2,2021
3686,8,801,44,21,0,2021
3687,8,801,42,15,7,2021
3688,8,801,42,14,3,2021
3689,8,801,41,8,2,2021
3690,8,801,41,1,2,2021
3691,8,801,41,6,3,2021
3692,8,801,41,5,3,2021
3693,8,801,41,4,4,2021
3694,8,801,44,20,5,2021
3695,8,801,44,16,4,2021
3696,8,801,44,17,2,2021
3697,8,801,44,17,2,2021
3698,8,801,44,8,1,2021
3699,8,801,44,11,4,2021
3700,8,801,44,16,4,2021
3701,8,801,44,23,1,2021
3702,8,801,44,19,1,2021
3703,8,801,44,6,0,2021
3704,8,801,53,5,3,2021
3705,8,801,53,7,9,2021
3706,8,801,53,5,6,2021
3707,8,801,53,9,2,2021
3708,8,801,42,7,2,2021
3709,8,801,42,3,4,2021
3710,8,801,53,9,6,2021
3711,8,801,42,41,61,2021
3712,8,801,53,20,20,2021
3713,8,801,44,11,4,2021
3714,8,801,44,22,3,2021
3715,8,801,53,20,20,2021
3716,8,801,44,23,15,2021
3717,8,801,44,29,19,2021
3718,8,805,71,167,86,2021
3719,8,805,71,168,63,2021
3720,8,805,71,174,86,2021
3721,8,805,71,175,73,2021
3722,8,805,71,177,81,2021
3723,8,805,71,168,84,2021
3724,8,805,71,2,5,2021
3725,8,805,71,4,0,2021
3726,8,805,71,3,5,2021
3727,8,805,71,12,1,2021
3728,8,805,71,19,10,2021
3729,8,805,71,21,7,2021
3730,8,805,71,156,73,2021
3731,8,805,71,140,56,2021
3732,8,805,71,153,66,2021
3733,8,805,71,163,51,2021
3734,8,805,71,200,58,2021
3735,8,805,71,160,60,2021
3736,5,502,33,19,1,2021
3737,5,502,33,8,2,2021
3738,5,502,33,13,7,2021
3739,5,502,33,8,0,2021
3740,5,502,33,14,6,2021
3741,5,502,33,5,1,2021
3742,5,502,33,15,4,2021
3743,5,502,33,9,3,2021
3744,5,502,33,14,9,2021
3745,5,502,33,11,1,2021
3746,5,502,33,36,12,2021
3747,5,502,33,59,24,2021
3748,5,502,33,30,8,2021
3749,5,502,33,33,4,2021
3750,5,502,33,17,7,2021
3751,5,502,33,16,36,2021
3752,5,502,33,31,9,2021
3753,5,502,33,8,16,2021
3754,5,502,33,5,5,2021
3755,5,502,33,4,2,2021
3756,5,511,31,213,157,2021
3757,5,511,31,240,136,2021
3758,5,511,34,126,86,2021
3759,5,511,34,115,32,2021
3760,5,511,31,86,37,2021
3761,5,511,31,20,1,2021
3762,5,511,31,22,9,2021
3763,5,511,34,15,5,2021
3764,5,511,34,5,2,2021
3765,5,511,34,47,11,2021
3766,5,511,34,44,18,2021
3767,5,511,31,7,6,2021
3768,5,511,31,42,15,2021
3769,5,511,31,107,57,2021
3770,5,511,31,22,12,2021
3771,5,511,31,19,9,2021
3772,5,511,31,30,6,2021
3773,5,511,31,28,4,2021
3774,5,511,31,25,10,2021
3775,5,511,31,21,9,2021
3776,5,511,31,24,15,2021
3777,5,511,31,22,10,2021
3778,5,511,31,25,11,2021
3779,5,511,31,18,3,2021
3780,5,511,31,18,10,2021
3781,5,511,31,17,12,2021
3782,5,511,34,25,7,2021
3783,5,511,34,15,8,2021
3784,5,511,34,26,2,2021
3785,5,511,34,33,3,2021
3786,5,511,42,20,11,2021
3787,5,511,42,25,9,2021
3788,5,511,34,33,16,2021
3789,5,511,34,23,4,2021
3790,5,511,31,23,2,2021
3791,5,511,31,19,5,2021
3792,5,511,31,13,4,2021
3793,5,511,31,5,0,2021
3794,5,511,31,6,10,2021
3795,5,511,31,6,2,2021
3796,5,511,34,9,5,2021
3797,5,511,31,5,5,2021
3798,5,511,42,33,13,2021
3799,5,511,42,15,2,2021
3800,5,512,42,115,118,2021
3801,5,512,42,73,68,2021
3802,5,512,42,48,31,2021
3803,5,512,42,34,11,2021
3804,5,512,42,31,28,2021
3805,5,512,42,19,23,2021
3806,5,512,42,8,3,2021
3807,5,512,31,34,15,2021
3808,5,512,31,25,13,2021
3809,5,512,42,17,12,2021
3810,5,512,42,16,15,2021
3811,5,512,42,16,10,2021
3812,5,512,42,10,3,2021
3813,5,512,42,12,10,2021
3814,5,512,42,15,11,2021
3815,5,512,31,7,6,2021
3816,5,513,21,55,44,2021
3817,5,513,21,76,15,2021
3818,5,513,21,55,31,2021
3819,5,513,21,25,9,2021
3820,5,513,21,22,18,2021
3821,5,513,21,9,3,2021
3822,5,513,21,50,9,2021
3823,5,513,21,34,16,2021
3824,5,513,21,13,3,2021
3825,5,513,21,9,2,2021
3826,5,513,21,11,3,2021
3827,5,513,21,9,6,2021
3828,5,513,21,45,5,2021
3829,5,513,21,14,1,2021
3830,5,513,21,20,9,2021
3831,5,513,21,16,10,2021
3832,5,513,21,25,12,2021
3833,5,513,21,35,7,2021
3834,5,513,21,44,4,2021
3835,5,513,21,41,2,2021
3836,5,513,21,11,4,2021
3837,5,513,21,20,6,2021
3838,5,513,21,13,7,2021
3839,5,513,21,17,8,2021
3840,5,513,21,5,2,2021
3841,5,513,21,12,3,2021
3842,5,513,21,17,4,2021
3843,5,513,21,24,5,2021
3844,5,513,21,10,2,2021
3845,5,513,21,8,3,2021
3846,5,513,21,19,1,2021
3847,5,513,21,4,1,2021
3848,5,513,21,6,1,2021
3849,5,513,21,11,1,2021
3850,5,513,21,6,1,2021
3851,5,513,21,10,2,2021
3852,5,504,61,33,20,2021
3853,5,504,61,44,17,2021
3854,5,504,61,33,17,2021
3855,5,504,61,48,9,2021
3856,5,504,61,37,11,2021
3857,5,510,42,27,17,2021
3858,5,510,42,35,8,2021
3859,5,510,42,22,13,2021
3860,5,510,42,12,7,2021
3861,5,510,42,37,28,2021
3862,5,510,42,82,124,2021
3863,5,510,42,77,74,2021
3864,5,510,42,28,20,2021
3865,5,510,42,45,15,2021
3866,5,510,42,82,96,2021
3867,5,506,31,24,13,2021
3868,5,506,31,7,6,2021
3869,5,506,31,7,4,2021
3870,5,506,31,3,3,2021
3871,5,506,31,3,1,2021
3872,5,506,31,9,9,2021
3873,5,506,31,3,3,2021
3874,5,506,31,7,3,2021
3875,5,506,31,7,6,2021
3876,5,506,31,8,13,2021
3877,5,506,31,14,3,2021
3878,5,506,31,27,12,2021
3879,5,506,31,14,5,2021
3880,5,506,31,9,4,2021
3881,5,506,31,32,8,2021
3882,5,506,31,23,8,2021
3883,5,506,31,31,5,2021
3884,5,506,31,37,20,2021
3885,5,506,31,48,19,2021
3886,5,506,31,41,21,2021
3887,5,506,31,54,19,2021
3888,5,506,42,25,5,2021
3889,5,506,31,376,235,2021
3890,5,506,31,138,47,2021
3891,5,506,31,216,95,2021
3892,5,506,31,20,2,2021
3893,5,506,31,22,11,2021
3894,5,506,31,101,39,2021
3895,5,506,31,20,4,2021
3896,5,506,31,120,43,2021
3897,5,506,31,32,15,2021
3898,5,504,43,44,6,2021
3899,5,504,43,83,5,2021
3900,5,504,51,28,3,2021
3901,5,504,43,31,2,2021
3902,5,504,43,14,2,2021
3903,5,504,51,48,4,2021
3904,5,504,43,15,2,2021
3905,5,504,43,33,0,2021
3906,5,504,43,12,0,2021
3907,5,504,43,14,0,2021
3908,5,504,43,12,1,2021
3909,5,504,43,30,2,2021
3910,5,504,43,17,3,2021
3911,5,504,43,13,0,2021
3912,5,504,43,9,0,2021
3913,5,504,43,26,1,2021
3914,5,503,72,53,19,2021
3915,5,503,72,33,6,2021
3916,5,503,72,56,8,2021
3917,5,503,72,18,3,2021
3918,5,503,72,23,6,2021
3919,5,503,72,15,2,2021
3920,5,503,72,14,1,2021
3921,5,508,33,78,19,2021
3922,5,508,33,59,9,2021
3923,5,508,33,69,5,2021
3924,5,508,33,36,3,2021
3925,5,508,33,49,6,2021
3926,5,508,33,32,12,2021
3927,5,508,33,12,2,2021
3928,5,507,83,205,546,2021
3929,5,507,83,11,58,2021
3930,5,507,83,146,302,2021
3931,5,507,83,98,159,2021
3932,5,507,83,36,58,2021
3933,5,507,83,20,13,2021
3934,5,507,83,13,12,2021
3935,5,507,83,18,17,2021
3936,5,507,83,11,6,2021
3937,5,507,83,14,11,2021
3938,5,507,83,17,20,2021
3939,5,507,83,12,7,2021
3940,5,507,83,12,31,2021
3941,5,507,83,5,14,2021
3942,5,507,83,14,17,2021
3943,5,507,83,3,10,2021
3944,5,507,83,10,9,2021
3945,5,501,22,153,33,2021
3946,5,501,22,157,33,2021
3947,5,501,22,86,24,2021
3948,5,501,22,230,77,2021
3949,5,501,22,108,23,2021
3950,5,501,22,116,26,2021
3951,5,501,22,129,22,2021
3952,5,501,22,40,6,2021
3953,5,501,22,28,4,2021
3954,5,501,22,32,4,2021
3955,5,501,22,34,0,2021
3956,5,501,22,25,0,2021
3957,5,501,22,48,6,2021
3958,5,501,22,41,1,2021
3959,5,501,22,28,3,2021
3960,5,501,22,33,9,2021
3961,5,501,22,17,0,2021
3962,5,501,22,13,4,2021
3963,5,501,22,68,26,2021
3964,5,501,22,32,2,2021
3965,5,501,22,4,2,2021
3966,5,501,22,18,2,2021
3967,5,501,22,4,0,2021
3968,5,501,22,12,1,2021
3969,5,501,34,52,35,2021
3970,5,501,34,22,6,2021
3971,5,501,34,55,24,2021
3972,5,501,34,29,12,2021
3973,5,501,34,24,3,2021
3974,5,501,22,5,1,2021
3975,5,501,34,33,12,2021
3976,5,501,34,14,2,2021
3977,5,501,44,14,2,2021
3978,5,501,22,1,0,2021
3979,5,501,22,14,0,2021
3980,5,501,22,50,5,2021
3981,5,501,22,39,5,2021
3982,5,501,22,33,1,2021
3983,5,501,22,3,0,2021
3984,5,501,22,44,11,2021
3985,5,501,22,35,2,2021
3986,5,501,22,76,21,2021
3987,5,501,22,72,19,2021
3988,5,501,22,16,2,2021
3989,5,501,22,15,0,2021
3990,5,501,22,75,17,2021
3991,5,501,22,35,7,2021
3992,5,501,22,8,4,2021
3993,5,501,22,31,5,2021
3994,5,501,22,23,0,2021
3995,5,501,22,15,0,2021
3996,5,501,22,14,5,2021
3997,5,501,22,12,3,2021
3998,5,501,22,15,1,2021
3999,5,501,22,15,2,2021
4000,5,501,22,13,3,2021
4001,5,501,22,15,3,2021
4002,5,501,34,18,7,2021
4003,5,501,34,20,7,2021
4004,5,501,22,5,7,2021
4005,5,501,22,23,13,2021
4006,5,501,22,13,5,2021
4007,5,501,22,9,4,2021
4008,5,501,22,11,4,2021
4009,5,501,22,16,8,2021
4010,5,501,22,15,3,2021
4011,5,501,22,69,14,2021
4012,5,501,22,59,12,2021
4013,5,501,34,23,4,2021
4014,5,501,34,14,10,2021
4015,5,501,22,5,11,2021
4016,5,501,22,8,27,2021
4017,5,501,22,4,9,2021
4018,5,501,22,8,6,2021
4019,5,501,22,10,3,2021
4020,5,501,22,12,3,2021
4021,5,501,22,4,1,2021
4022,5,501,22,4,1,2021
4023,5,501,22,8,1,2021
4024,5,501,22,2,0,2021
4025,5,501,22,2,0,2021
4026,5,501,22,7,1,2021
4027,5,501,22,16,3,2021
4028,5,501,22,13,3,2021
4029,5,501,22,10,8,2021
4030,15,1501,31,8,6,2021
4031,15,1501,31,60,51,2021
4032,15,1501,31,8,9,2021
4033,15,1501,31,29,31,2021
4034,15,1501,42,10,33,2021
4035,15,1501,42,4,15,2021
4036,15,1501,31,9,4,2021
4037,15,1501,31,31,20,2021
4038,15,1501,81,11,5,2021
4039,15,1501,31,10,27,2021
4040,15,1501,81,66,32,2021
4041,15,1501,81,58,35,2021
4042,15,1501,42,11,14,2021
4043,15,1501,42,8,16,2021
4044,15,1501,42,23,28,2021
4045,15,1501,42,27,22,2021
4046,15,1501,83,7,28,2021
4047,15,1501,83,2,3,2021
4048,15,1501,42,21,28,2021
4049,15,1501,83,4,11,2021
4050,15,1501,41,25,24,2021
4051,15,1501,41,5,9,2021
4052,15,1501,42,6,30,2021
4053,15,1501,42,6,19,2021
4054,15,1501,42,8,12,2021
4055,15,1501,83,13,21,2021
4056,15,1501,31,37,31,2021
4057,15,1501,42,18,29,2021
4058,15,1501,42,11,27,2021
4059,15,1501,42,14,17,2021
4060,10,1006,31,317,180,2021
4061,10,1006,34,24,13,2021
4062,10,1006,31,167,84,2021
4063,10,1006,34,9,1,2021
4064,10,1006,31,14,5,2021
